unit_cell_id,index_x,index_y,index_z,strut_count,mean_density_score,minimum_density_score,present_count,uncertain_count,low_density_count,broken_count,missing_count
434,2,3,5,24,0.63760825,0.47146976,24,0,0,0,0
435,3,3,5,24,0.63266962,0.44280715,22,2,0,0,0
436,4,3,5,24,0.58653145,0.42578179,23,1,0,0,0
437,5,3,5,24,0.54374675,0.42848124,19,5,0,0,0
438,6,3,5,24,0.47970951,0.37184466,13,11,0,0,0
439,7,3,5,24,0.40874253,0.24849184,6,9,9,0,0
440,8,3,5,28,0.26580622,0.0035701549,5,3,6,12,2
441,0,4,5,24,0.52734258,0.40053796,16,8,0,0,0
442,1,4,5,24,0.61095619,0.47081526,24,0,0,0,0
443,2,4,5,24,0.62706217,0.46343905,24,0,0,0,0
444,3,4,5,24,0.60702572,0.4498795,21,2,0,1,0
445,4,4,5,24,0.58713438,0.43016589,22,2,0,0,0
446,5,4,5,24,0.540678,0.39536839,21,2,0,1,0
447,6,4,5,24,0.49775645,0.37943625,12,12,0,0,0
448,7,4,5,24,0.40534185,0.20798715,5,10,8,1,0
449,8,4,5,28,0.26825942,0.0011265916,3,5,8,10,2
450,0,5,5,24,0.52824371,0.38909361,18,6,0,0,0
451,1,5,5,24,0.59445798,0.46705665,24,0,0,0,0
452,2,5,5,24,0.61788812,0.49307561,24,0,0,0,0
453,3,5,5,24,0.60046476,0.4528753,23,1,0,0,0
454,4,5,5,24,0.56755412,0.46004326,24,0,0,0,0
455,5,5,5,24,0.52768247,0.39300655,16,8,0,0,0
456,6,5,5,24,0.47988134,0.32245429,10,13,1,0,0
457,7,5,5,24,0.39841671,0.1825523,5,8,10,1,0
458,8,5,5,28,0.26400162,0.0010071141,4,5,7,10,2
459,0,6,5,24,0.52141779,0.3981815,17,7,0,0,0
460,1,6,5,24,0.59049718,0.46837647,24,0,0,0,0
461,2,6,5,24,0.61117228,0.48234196,24,0,0,0,0
462,3,6,5,24,0.59515728,0.48334185,24,0,0,0,0
463,4,6,5,24,0.56665208,0.43175376,23,1,0,0,0
464,5,6,5,24,0.53331327,0.37430643,16,8,0,0,0
465,6,6,5,24,0.46456982,0.2706763,9,12,2,1,0
466,7,6,5,24,0.40316764,0.1878696,5,9,10,0,0
467,8,6,5,28,0.2760283,0.0013757466,5,4,8,9,2
468,0,7,5,24,0.51822754,0.35573126,15,7,2,0,0
469,1,7,5,24,0.58013349,0.1183319,23,0,1,0,0
470,2,7,5,24,0.59282353,0.41422665,23,0,0,1,0
471,3,7,5,24,0.56967951,0.39229822,23,0,0,1,0
472,4,7,5,24,0.56351913,0.42373667,22,2,0,0,0
473,5,7,5,24,0.5309694,0.39616353,19,5,0,0,0
474,6,7,5,24,0.4622117,0.076856397,10,11,3,0,0
475,7,7,5,24,0.39253825,0.067167678,6,6,12,0,0
476,8,7,5,28,0.2783165,0.001045239,4,7,7,8,2
477,0,8,5,28,0.43184573,1.5865704e-05,17,6,1,0,4
478,1,8,5,28,0.453556,1.2437375e-05,18,4,2,0,4
479,2,8,5,28,0.47799413,3.9627705e-06,22,2,0,0,4
480,3,8,5,28,0.46353002,1.754229e-07,19,5,0,0,4
481,4,8,5,28,0.41642297,0,16,6,1,1,4
482,5,8,5,28,0.39784442,0,11,9,2,2,4
483,6,8,5,28,0.33968833,0,7,8,7,1,5
484,7,8,5,28,0.32307186,9.4237247e-08,5,4,15,0,4
485,8,8,5,32,0.24887592,0,4,3,16,4,5
486,0,0,6,24,0.60729851,0.49376105,24,0,0,0,0
487,1,0,6,24,0.63058047,0.54059839,24,0,0,0,0
488,2,0,6,24,0.63655447,0.53973555,24,0,0,0,0
489,3,0,6,24,0.62576947,0.52592185,24,0,0,0,0
490,4,0,6,24,0.59867047,0.51072229,24,0,0,0,0
491,5,0,6,24,0.54639918,0.46961322,24,0,0,0,0
492,6,0,6,24,0.50404451,0.39558704,18,6,0,0,0
493,7,0,6,24,0.43163931,0.17061845,8,13,2,1,0
494,8,0,6,28,0.31437874,0.057444794,6,4,15,3,0
495,0,1,6,24,0.57981896,0.45818038,23,1,0,0,0
496,1,1,6,24,0.62908159,0.49122398,24,0,0,0,0
497,2,1,6,24,0.64970723,0.51940385,24,0,0,0,0
498,3,1,6,24,0.61703271,0.48998217,24,0,0,0,0
499,4,1,6,24,0.60147301,0.48873136,24,0,0,0,0
500,5,1,6,24,0.55333453,0.44360485,23,1,0,0,0
501,6,1,6,24,0.49020681,0.4027338,16,8,0,0,0
502,7,1,6,24,0.42049202,0.20138746,9,9,5,1,0
503,8,1,6,28,0.29256629,0.0022525063,5,2,15,5,1
504,0,2,6,24,0.57289217,0.42164711,22,2,0,0,0
505,1,2,6,24,0.63726483,0.52795997,24,0,0,0,0
506,2,2,6,24,0.65440435,0.50815399,24,0,0,0,0
507,3,2,6,24,0.60287102,0.13725612,23,0,0,1,0
508,4,2,6,24,0.57425359,0.12188731,23,0,0,1,0
509,5,2,6,24,0.5452585,0.45377003,23,1,0,0,0
510,6,2,6,24,0.49038094,0.39308125,11,13,0,0,0
511,7,2,6,24,0.40013287,0.1542533,6,9,8,1,0
512,8,2,6,28,0.27072316,0.002645664,2,5,11,7,3
513,0,3,6,24,0.55238735,0.40862122,20,4,0,0,0
514,1,3,6,24,0.62851112,0.49710828,24,0,0,0,0
515,2,3,6,24,0.63775259,0.49237221,24,0,0,0,0
516,3,3,6,24,0.62981132,0.49458071,24,0,0,0,0
517,4,3,6,24,0.60021487,0.4901496,24,0,0,0,0
518,5,3,6,24,0.55155851,0.43257251,21,3,0,0,0
519,6,3,6,24,0.49915999,0.40059199,16,8,0,0,0
520,7,3,6,24,0.4174886,0.29215775,8,9,7,0,0
521,8,3,6,28,0.27635287,0.0029304807,6,2,8,10,2
522,0,4,6,24,0.53451339,0.41701504,17,7,0,0,0
523,1,4,6,24,0.60731103,0.47356483,24,0,0,0,0
524,2,4,6,24,0.62839431,0.50972158,24,0,0,0,0
525,3,4,6,24,0.61646584,0.24973559,23,0,0,1,0
526,4,4,6,24,0.60544516,0.48145053,24,0,0,0,0
527,5,4,6,24,0.55138875,0.42953384,22,1,0,1,0
528,6,4,6,24,0.50470618,0.38611219,18,6,0,0,0
529,7,4,6,24,0.42665339,0.30123519,8,10,6,0,0
530,8,4,6,28,0.28333879,0.0017076672,6,2,12,6,2
531,0,5,6,24,0.50914066,0.35498921,16,7,0,1,0
532,1,5,6,24,0.58049079,0.18806117,23,0,0,1,0
533,2,5,6,24,0.63286774,0.51582368,24,0,0,0,0
534,3,5,6,24,0.62005751,0.49375157,24,0,0,0,0
535,4,5,6,24,0.57709991,0.45784415,23,1,0,0,0
536,5,5,6,24,0.54899748,0.39820418,19,5,0,0,0
537,6,5,6,24,0.47616561,0.25995458,15,7,1,1,0
538,7,5,6,24,0.42827054,0.23627435,8,10,6,0,0
539,8,5,6,28,0.26918089,0.00073876899,6,2,10,8,2
540,0,6,6,24,0.51134681,0.39027386,17,7,0,0,0
541,1,6,6,24,0.57208547,0.18794182,23,0,1,0,0
542,2,6,6,24,0.62005633,0.50928779,24,0,0,0,0
543,3,6,6,24,0.6036018,0.48517062,24,0,0,0,0
544,4,6,6,24,0.58974795,0.46088271,24,0,0,0,0
545,5,6,6,24,0.54686822,0.39593729,21,3,0,0,0
546,6,6,6,24,0.49114127,0.34722284,14,9,1,0,0
547,7,6,6,24,0.42536877,0.26793504,8,9,7,0,0
548,8,6,6,28,0.27652241,0.002267022,5,5,5,11,2
549,0,7,6,24,0.50118886,0.16376939,17,5,1,1,0
550,1,7,6,24,0.55853117,0.0010736682,22,0,1,0,1
551,2,7,6,24,0.61225034,0.50262193,24,0,0,0,0
552,3,7,6,24,0.60515096,0.48267915,24,0,0,0,0
553,4,7,6,24,0.57762576,0.4519554,22,2,0,0,0
554,5,7,6,24,0.5546753,0.42618627,21,3,0,0,0
555,6,7,6,24,0.49418955,0.34656533,16,7,1,0,0
556,7,7,6,24,0.43734439,0.31039295,7,11,6,0,0
557,8,7,6,28,0.28428279,0.0012526943,5,5,13,3,2
558,0,8,6,28,0.42623777,3.8619731e-06,17,4,3,0,4
559,1,8,6,28,0.44155235,3.0130927e-05,20,1,3,0,4
560,2,8,6,28,0.48068881,3.085709e-05,22,1,0,1,4
561,3,8,6,28,0.47366096,5.1327528e-06,23,1,0,0,4
562,4,8,6,28,0.45615287,2.7737926e-06,18,6,0,0,4
563,5,8,6,28,0.41501785,4.3547092e-07,14,10,0,0,4
564,6,8,6,28,0.38898046,0,9,12,3,0,4
565,7,8,6,28,0.34342131,0,6,7,10,1,4
566,8,8,6,32,0.25605478,0,5,2,17,2,6
567,0,0,7,24,0.55650005,0.14795109,23,0,1,0,0
568,1,0,7,24,0.61741635,0.51118766,24,0,0,0,0
569,2,0,7,24,0.63094353,0.5219946,24,0,0,0,0
570,3,0,7,24,0.62529196,0.53610241,24,0,0,0,0
571,4,0,7,24,0.57398747,0.25656961,23,0,0,1,0
572,5,0,7,24,0.54739994,0.4720842,24,0,0,0,0
573,6,0,7,24,0.49040648,0.38356274,14,10,0,0,0
574,7,0,7,24,0.40746051,0.24164866,9,6,7,2,0
575,8,0,7,28,0.31416094,0.010578643,4,7,15,0,2
576,0,1,7,24,0.56986721,0.43084958,23,1,0,0,0
577,1,1,7,24,0.61331238,0.49479065,24,0,0,0,0
578,2,1,7,24,0.63274771,0.50202721,24,0,0,0,0
579,3,1,7,24,0.6161613,0.50560949,24,0,0,0,0
580,4,1,7,24,0.59397026,0.47767368,24,0,0,0,0
581,5,1,7,24,0.54990315,0.4469197,22,2,0,0,0
582,6,1,7,24,0.47097691,0.36708522,13,9,0,2,0
583,7,1,7,24,0.42273273,0.2882651,10,8,6,0,0
584,8,1,7,28,0.2943338,0.0056699444,4,5,13,4,2
585,0,2,7,24,0.56145665,0.4010622,21,3,0,0,0
586,1,2,7,24,0.60660185,0.2608131,23,0,0,1,0
587,2,2,7,24,0.63200429,0.49532741,24,0,0,0,0
588,3,2,7,24,0.56613039,0.13753509,22,0,0,2,0
589,4,2,7,24,0.59047994,0.45127976,23,1,0,0,0
590,5,2,7,24,0.54777479,0.44606059,21,3,0,0,0
591,6,2,7,24,0.48735033,0.36619372,12,12,0,0,0
592,7,2,7,24,0.42139435,0.30783084,10,5,9,0,0
593,8,2,7,28,0.2684256,0.0013721064,4,5,12,5,2
594,0,3,7,24,0.53872529,0.34762111,19,4,1,0,0
595,1,3,7,24,0.60915595,0.51101193,24,0,0,0,0
596,2,3,7,24,0.62757524,0.49386954,24,0,0,0,0
597,3,3,7,24,0.61079241,0.4732095,24,0,0,0,0
598,4,3,7,24,0.59410504,0.42763152,22,2,0,0,0
599,5,3,7,24,0.55041871,0.4274525,20,4,0,0,0
600,6,3,7,24,0.48754781,0.38329522,14,9,0,1,0
601,7,3,7,24,0.42741251,0.32219131,10,8,5,1,0
602,8,3,7,28,0.28928796,0.0027627759,5,4,12,5,2
603,0,4,7,24,0.50731528,0.35699328,17,6,1,0,0
604,1,4,7,24,0.61394287,0.51677545,24,0,0,0,0
605,2,4,7,24,0.61652196,0.46303974,24,0,0,0,0
606,3,4,7,24,0.61107068,0.42885978,23,1,0,0,0
607,4,4,7,24,0.5920416,0.43107249,20,4,0,0,0
608,5,4,7,24,0.54255455,0.35240745,20,3,0,1,0
609,6,4,7,24,0.50419229,0.39822335,14,10,0,0,0
610,7,4,7,24,0.43658071,0.29573228,10,10,4,0,0
611,8,4,7,28,0.28614554,0.0030196969,6,3,9,7,3
612,0,5,7,24,0.51027518,0.36129658,18,6,0,0,0
613,1,5,7,24,0.59830035,0.50689966,24,0,0,0,0
614,2,5,7,24,0.61914995,0.48076121,24,0,0,0,0
615,3,5,7,24,0.61486973,0.45016001,22,2,0,0,0
616,4,5,7,24,0.59133854,0.44894306,23,1,0,0,0
617,5,5,7,24,0.54854363,0.43277734,21,3,0,0,0
618,6,5,7,24,0.50542213,0.39376523,16,8,0,0,0
619,7,5,7,24,0.42395837,0.22804047,8,11,4,1,0
620,8,5,7,28,0.27926248,0.001338297,5,3,11,6,3
621,0,6,7,24,0.50167073,0.33428094,18,5,1,0,0
622,1,6,7,24,0.59379587,0.49216049,24,0,0,0,0
623,2,6,7,24,0.61044806,0.46025228,24,0,0,0,0
624,3,6,7,24,0.61458906,0.45271147,23,1,0,0,0
625,4,6,7,24,0.59202516,0.45499128,23,1,0,0,0
626,5,6,7,24,0.54269374,0.44378412,21,3,0,0,0
627,6,6,7,24,0.50266799,0.36463552,17,7,0,0,0
628,7,6,7,24,0.42895955,0.23121355,9,8,6,1,0
629,8,6,7,28,0.28233176,0.0025797821,5,1,15,6,1
630,0,7,7,24,0.51098489,0.31574036,18,5,0,1,0
631,1,7,7,24,0.57806548,0.41783841,23,0,0,1,0
632,2,7,7,24,0.59192448,0.24603094,23,0,0,1,0
633,3,7,7,24,0.60841272,0.4920304,24,0,0,0,0
634,4,7,7,24,0.57807922,0.47378478,24,0,0,0,0
635,5,7,7,24,0.56262775,0.44187652,21,3,0,0,0
636,6,7,7,24,0.50522554,0.38383963,17,7,0,0,0
637,7,7,7,24,0.43321813,0.30441305,8,12,4,0,0
638,8,7,7,28,0.29009544,0.0012652264,5,4,13,4,2
639,0,8,7,28,0.44725146,8.8842045e-06,19,5,0,0,4
640,1,8,7,28,0.49286521,9.9479391e-06,23,1,0,0,4
641,2,8,7,28,0.47223457,3.2872136e-05,21,2,0,1,4
642,3,8,7,28,0.47913066,2.0640321e-05,22,2,0,0,4
643,4,8,7,28,0.44780977,2.2261919e-05,19,4,0,1,4
644,5,8,7,28,0.42900821,3.1040434e-05,15,9,0,0,4
645,6,8,7,28,0.39623443,1.4435334e-05,11,10,3,0,4
646,7,8,7,28,0.35129934,1.2654301e-05,8,8,8,0,4
647,8,8,7,32,0.26082379,0,6,3,17,0,6
648,0,0,8,28,0.5087594,0.18812588,19,7,1,1,0
649,1,0,8,28,0.53001006,0.19662652,22,3,2,1,0
650,2,0,8,28,0.53750133,0.16186981,23,1,0,4,0
651,3,0,8,28,0.54660845,0.15665441,24,0,0,4,0
652,4,0,8,28,0.51493935,0.18128919,24,0,0,4,0
653,5,0,8,28,0.49233648,0.20015803,23,1,1,3,0
654,6,0,8,28,0.45366171,0.21764454,17,7,4,0,0
655,7,0,8,28,0.39646052,0.18528582,8,11,9,0,0
656,8,0,8,32,0.26725937,0.0021319485,2,10,14,4,2
657,0,1,8,28,0.53220713,0.33253703,16,10,2,0,0
658,1,1,8,28,0.5286249,0.22744858,22,1,2,3,0
659,2,1,8,28,0.54411939,0.16575687,22,1,1,4,0
660,3,1,8,28,0.5521384,0.1651587,23,1,1,3,0
661,4,1,8,28,0.52761839,0.14915615,24,0,2,2,0
662,5,1,8,28,0.49462321,0.21331347,21,3,3,1,0
663,6,1,8,28,0.44583382,0.20454289,14,9,2,3,0
664,7,1,8,28,0.38294528,0.079288193,9,8,11,0,0
665,8,1,8,32,0.24780838,0.0017793909,2,6,11,9,4
666,0,2,8,28,0.53015283,0.35737505,17,10,1,0,0
667,1,2,8,28,0.54256171,0.250381,22,1,3,2,0
668,2,2,8,28,0.53853835,0.12298159,22,1,0,5,0
669,3,2,8,28,0.54717776,0.13484454,22,2,0,4,0
670,4,2,8,28,0.52674604,0.16253106,24,0,1,3,0
671,5,2,8,28,0.48965496,0.18162936,23,1,2,2,0
672,6,2,8,28,0.42651194,0.1630653,12,11,5,0,0
673,7,2,8,28,0.39097393,0.17114055,11,4,13,0,0
674,8,2,8,32,0.22847233,0.000297596,4,3,11,8,6
675,0,3,8,28,0.50443658,0.3021561,16,9,3,0,0
676,1,3,8,28,0.53829813,0.21233799,20,5,0,3,0
677,2,3,8,28,0.54741182,0.18420294,22,2,0,4,0
678,3,3,8,28,0.51487793,0.11855055,21,2,1,4,0
679,4,3,8,28,0.51463906,0.13755605,23,1,0,4,0
680,5,3,8,28,0.49184898,0.15158752,21,2,1,4,0
681,6,3,8,28,0.45211208,0.17800916,16,7,3,2,0
682,7,3,8,28,0.37317302,0.1291831,8,7,10,3,0
683,8,3,8,32,0.23659686,0.00062236799,5,2,15,5,5
684,0,4,8,28,0.47708686,0.26610618,14,10,4,0,0
685,1,4,8,28,0.54410918,0.23355688,21,5,1,1,0
686,2,4,8,28,0.55685929,0.18564369,22,3,0,3,0
687,3,4,8,28,0.52992606,0.14464332,21,2,0,5,0
688,4,4,8,28,0.52066206,0.13992951,22,2,1,3,0
689,5,4,8,28,0.49519124,0.12295487,22,2,0,4,0
690,6,4,8,28,0.45876055,0.16398404,16,8,2,2,0
691,7,4,8,28,0.37861329,0.082718492,7,10,10,1,0
692,8,4,8,32,0.22887249,0.00030906637,4,1,15,8,4
693,0,5,8,28,0.46962661,0.30362233,13,11,4,0,0
694,1,5,8,28,0.55253769,0.25389768,22,4,0,2,0
695,2,5,8,28,0.55974823,0.19376156,22,3,2,1,0
696,3,5,8,28,0.53311895,0.18101884,22,2,0,4,0
697,4,5,8,28,0.51162349,0.17805161,21,2,0,5,0
698,5,5,8,28,0.4823329,0.11356115,21,2,2,3,0
699,6,5,8,28,0.44609072,0.14982771,14,10,2,2,0
700,7,5,8,28,0.36847715,0.091490502,7,8,9,4,0
701,8,5,8,32,0.21301638,5.9280151e-05,3,2,15,7,5
702,0,6,8,28,0.47002643,0.28769094,14,9,4,1,0
703,1,6,8,28,0.53475138,0.25941003,22,4,0,2,0
704,2,6,8,28,0.5488332,0.21977879,22,3,2,1,0
705,3,6,8,28,0.54045459,0.1738651,22,2,1,3,0
706,4,6,8,28,0.5192433,0.17950055,22,2,0,4,0
707,5,6,8,28,0.48692332,0.18374062,20,4,1,3,0
708,6,6,8,28,0.43237784,0.16601301,14,9,2,3,0
709,7,6,8,28,0.37027883,0.089958037,5,10,11,2,0
710,8,6,8,32,0.21791847,0.00037042297,5,1,12,9,5
711,0,7,8,28,0.47197394,0.32216737,12,13,1,2,0
712,1,7,8,28,0.53443176,0.22780006,23,3,1,1,0
713,2,7,8,28,0.53767958,0.20075758,24,2,0,2,0
714,3,7,8,28,0.53054548,0.20756363,24,0,1,3,0
715,4,7,8,28,0.50861472,0.17927718,24,0,0,4,0
716,5,7,8,28,0.47779788,0.17965844,20,4,2,2,0
717,6,7,8,28,0.44122636,0.17110064,14,10,2,2,0
718,7,7,8,28,0.36574886,0.089904184,5,12,9,2,0
719,8,7,8,32,0.21710817,0,3,2,15,7,5
720,0,8,8,32,0.38096794,0,13,10,2,2,5
721,1,8,8,32,0.42436491,0,19,6,2,1,4
722,2,8,8,32,0.41383325,0,18,4,4,2,4
723,3,8,8,32,0.41689896,0,18,6,3,1,4
724,4,8,8,32,0.3930972,0,17,6,3,2,4
725,5,8,8,32,0.3677429,0,13,9,2,4,4
726,6,8,8,32,0.34896524,0,9,12,5,1,5
727,7,8,8,32,0.29844179,0,2,13,11,1,5
728,8,8,8,36,0.19998603,0,3,2,21,2,8
