strut_id,junction0,junction1,unit_cell_edge_idx,unit_cell_ids,design_thickness,start_x,start_y,start_z,end_x,end_y,end_z,shaft_sample_count,mask_occupancy,centerline_coverage,raw_ct_score,equivalent_thickness_um,thickness_score,longest_internal_gap_voxels,continuity_score,density_score,otsu_threshold,density_threshold,classification
267,153,149,23,10,0.1,178.57584,209.64251,65.611566,178.40712,170.04495,26.232165,37,0.27744071,1,0.4218109,165.83124,0.47380354,0,1,0.47822637,0.40911171,0.35911171,present
268,154,163,1,11,0.1,217.69452,130.35601,26.374132,257.38369,169.64336,26.29761,49,0.00083298626,0.040816327,0.2047339,50,0.14285714,0,0.040816327,0.1035068,0.40911171,0.35911171,low_density
269,155,163,2,11,0.1,296.67109,129.95441,26.439577,257.38369,169.64336,26.29761,41,0.0019910403,0.097560976,0.28140353,50,0.14285714,0,0.097560976,0.1353668,0.40911171,0.35911171,low_density
270,156,163,3,11,0.1,297.07286,208.93071,26.221088,257.38369,169.64336,26.29761,37,0,0,0.12921997,0,0,0,0,0.038765992,0.40911171,0.35911171,missing
271,157,163,0,11,0.1,218.09629,209.3323,26.155643,257.38369,169.64336,26.29761,43,0.0009492169,0.046511628,0.15618044,50,0.14285714,0,0.046511628,0.089829928,0.40911171,0.35911171,low_density
272,154,164,13,11,0.1,217.69452,130.35601,26.374132,217.86324,169.95356,65.753533,37,0.35024821,1,0.45266514,193.64917,0.55328334,0,1,0.52919484,0.40911171,0.35911171,present
273,157,164,12,11,0.1,218.09629,209.3323,26.155643,217.86324,169.95356,65.753533,49,0.26572262,1,0.3556763,173.20508,0.49487166,0,1,0.46013759,0.40911171,0.35911171,present
274,158,164,28,11,0.1,218.03195,209.55112,105.13293,217.86324,169.95356,65.753533,48,0.4744898,1,0.47938868,220.77587,0.63078821,0,1,0.59386059,0.40911171,0.35911171,present
275,159,164,29,11,0.1,217.63018,130.57483,105.35142,217.86324,169.95356,65.753533,42,0.4047619,1,0.40758697,206.15528,0.58901509,0,1,0.54095843,0.40911171,0.35911171,present
276,154,166,14,11,0.1,217.69452,130.35601,26.374132,257.15064,130.26462,65.895499,49,0.53227822,1,0.60049792,250,0.71428571,0,1,0.66840427,0.40911171,0.35911171,present
277,155,166,15,11,0.1,296.67109,129.95441,26.439577,257.15064,130.26462,65.895499,37,0.4153337,1,0.5157986,223.6068,0.63887656,0,1,0.58905883,0.40911171,0.35911171,present
278,159,166,30,11,0.1,217.63018,130.57483,105.35142,257.15064,130.26462,65.895499,34,0.44657863,1,0.44431436,226.36779,0.64676512,0,1,0.57895918,0.40911171,0.35911171,present
279,160,166,31,11,0.1,296.60675,130.17323,105.41687,257.15064,130.26462,65.895499,45,0.53378685,1,0.51644865,244.94897,0.69985421,0,1,0.6400342,0.40911171,0.35911171,present
280,164,162,24,11,0.1,217.86324,169.95356,65.753533,257.31935,169.86218,105.2749,36,0.64399093,1,0.59078141,271.55976,0.77588503,0,1,0.71440296,0.40911171,0.35911171,present
281,164,163,20,11,0.1,217.86324,169.95356,65.753533,257.38369,169.64336,26.29761,49,0.43481883,1,0.5309192,229.12878,0.65465367,0,1,0.60338482,0.40911171,0.35911171,present
282,164,167,4,11,0.1,217.86324,169.95356,65.753533,257.55241,209.24091,65.67701,39,0.33647305,1,0.26985931,173.20508,0.49487166,0,1,0.45561762,0.40911171,0.35911171,uncertain
283,164,166,5,11,0.1,217.86324,169.95356,65.753533,257.15064,130.26462,65.895499,48,0.38010204,1,0.3200328,187.08287,0.53452248,0,1,0.49367107,0.40911171,0.35911171,present
284,165,163,22,11,0.1,296.83981,169.55197,65.818977,257.38369,169.64336,26.29761,35,0.5335277,1,0.5864381,250,0.71428571,0,1,0.66456117,0.40911171,0.35911171,present
285,165,167,7,11,0.1,296.83981,169.55197,65.818977,257.55241,209.24091,65.67701,48,0.39115646,1,0.32582873,187.08287,0.53452248,0,1,0.49872618,0.40911171,0.35911171,present
286,165,162,26,11,0.1,296.83981,169.55197,65.818977,257.31935,169.86218,105.2749,49,0.51311953,1,0.50885701,239.79158,0.68511879,0,1,0.62787266,0.40911171,0.35911171,present
287,166,163,21,11,0.1,257.15064,130.26462,65.895499,257.38369,169.64336,26.29761,36,0.24659864,1,0.33164653,173.20508,0.49487166,0,1,0.44719147,0.40911171,0.35911171,uncertain
288,166,165,6,11,0.1,257.15064,130.26462,65.895499,296.83981,169.55197,65.818977,38,0.31364125,1,0.25428896,158.11388,0.45175395,0,1,0.43331755,0.40911171,0.35911171,uncertain
289,166,162,25,11,0.1,257.15064,130.26462,65.895499,257.31935,169.86218,105.2749,49,0.5331112,1,0.5255219,229.12878,0.65465367,0,1,0.63125335,0.40911171,0.35911171,present
290,167,162,27,11,0.1,257.55241,209.24091,65.67701,257.31935,169.86218,105.2749,34,0.39315726,1,0.40158372,200,0.57142857,0,1,0.53127944,0.40911171,0.35911171,present
291,167,163,23,11,0.1,257.55241,209.24091,65.67701,257.38369,169.64336,26.29761,49,0.38150771,1,0.49414949,206.15528,0.58901509,0,1,0.55995093,0.40911171,0.35911171,present
292,168,177,1,12,0.1,296.67109,129.95441,26.439577,336.36026,169.24177,26.363055,38,0,0,0.25098465,0,0,0,0,0.075295395,0.40911171,0.35911171,missing
293,169,177,2,12,0.1,375.64766,129.55282,26.505022,336.36026,169.24177,26.363055,49,0.0012494794,0.06122449,0.29006868,50,0.14285714,0,0.06122449,0.13229341,0.40911171,0.35911171,low_density
294,170,177,3,12,0.1,376.04943,208.52912,26.286533,336.36026,169.24177,26.363055,47,0,0,0.15808699,0,0,0,0,0.047426096,0.40911171,0.35911171,missing
295,171,177,0,12,0.1,297.07286,208.93071,26.221088,336.36026,169.24177,26.363055,42,0,0,0.1638033,0,0,0,0,0.04914099,0.40911171,0.35911171,missing
296,168,178,13,12,0.1,296.67109,129.95441,26.439577,296.83981,169.55197,65.818977,49,0.40941274,1,0.4887398,217.94495,0.62269985,0,1,0.57512073,0.40911171,0.35911171,present
297,171,178,12,12,0.1,297.07286,208.93071,26.221088,296.83981,169.55197,65.818977,46,0.31543922,1,0.41116005,196.82458,0.56235595,0,1,0.50856877,0.40911171,0.35911171,present
298,172,178,28,12,0.1,297.00853,209.14953,105.19838,296.83981,169.55197,65.818977,41,0.52065704,1,0.51265539,229.12878,0.65465367,0,1,0.62365715,0.40911171,0.35911171,present
299,173,178,29,12,0.1,296.60675,130.17323,105.41687,296.83981,169.55197,65.818977,49,0.37900875,1,0.38495709,193.64917,0.55328334,0,1,0.51751059,0.40911171,0.35911171,present
300,168,180,14,12,0.1,296.67109,129.95441,26.439577,336.12721,129.86303,65.960944,44,0.46011132,1,0.54067424,239.79158,0.68511879,0,1,0.62151536,0.40911171,0.35911171,present
301,169,180,15,12,0.1,375.64766,129.55282,26.505022,336.12721,129.86303,65.960944,40,0.52142857,1,0.58526308,252.47549,0.72135854,0,1,0.66234713,0.40911171,0.35911171,present
302,173,180,30,12,0.1,296.60675,130.17323,105.41687,336.12721,129.86303,65.960944,34,0.51440576,1,0.50950827,244.94897,0.69985421,0,1,0.63213776,0.40911171,0.35911171,present
303,174,180,31,12,0.1,375.58333,129.77164,105.48231,336.12721,129.86303,65.960944,41,0.42259831,1,0.41429986,206.15528,0.58901509,0,1,0.54832322,0.40911171,0.35911171,present
304,178,176,24,12,0.1,296.83981,169.55197,65.818977,336.29593,169.46059,105.34034,35,0.496793,1,0.48805334,244.94897,0.69985421,0,1,0.62041746,0.40911171,0.35911171,present
305,178,177,20,12,0.1,296.83981,169.55197,65.818977,336.36026,169.24177,26.363055,49,0.48521449,1,0.57221573,239.79158,0.68511879,0,1,0.63850877,0.40911171,0.35911171,present
306,178,181,4,12,0.1,296.83981,169.55197,65.818977,336.52898,208.83932,65.742455,49,0.31986672,1,0.26911243,150,0.42857143,0,1,0.4338366,0.40911171,0.35911171,uncertain
307,178,180,5,12,0.1,296.83981,169.55197,65.818977,336.12721,129.86303,65.960944,42,0.38629738,1,0.31609335,187.08287,0.53452248,0,1,0.49434784,0.40911171,0.35911171,present
308,179,177,22,12,0.1,375.81638,169.15038,65.884422,336.36026,169.24177,26.363055,35,0.45072886,1,0.54910142,234.52079,0.67005939,0,1,0.61746393,0.40911171,0.35911171,present
309,179,181,7,12,0.1,375.81638,169.15038,65.884422,336.52898,208.83932,65.742455,41,0.35689398,1,0.30290348,173.20508,0.49487166,0,1,0.47165715,0.40911171,0.35911171,present
310,179,176,26,12,0.1,375.81638,169.15038,65.884422,336.29593,169.46059,105.34034,49,0.55310287,1,0.53525822,244.94897,0.69985421,0,1,0.65147188,0.40911171,0.35911171,present
311,180,177,21,12,0.1,336.12721,129.86303,65.960944,336.36026,169.24177,26.363055,47,0.29396439,1,0.40917202,187.08287,0.53452248,0,1,0.49457154,0.40911171,0.35911171,present
312,180,179,6,12,0.1,336.12721,129.86303,65.960944,375.81638,169.15038,65.884422,49,0.30778842,1,0.26232782,150,0.42857143,0,1,0.42817773,0.40911171,0.35911171,uncertain
313,180,176,25,12,0.1,336.12721,129.86303,65.960944,336.29593,169.46059,105.34034,35,0.46763848,1,0.45759137,223.6068,0.63887656,0,1,0.5872881,0.40911171,0.35911171,present
314,181,176,27,12,0.1,336.52898,208.83932,65.742455,336.29593,169.46059,105.34034,48,0.39710884,1,0.38809153,200,0.57142857,0,1,0.52841725,0.40911171,0.35911171,present
315,181,177,23,12,0.1,336.52898,208.83932,65.742455,336.36026,169.24177,26.363055,37,0.35962493,1,0.47270227,212.13203,0.60609153,0,1,0.55122104,0.40911171,0.35911171,present
316,182,191,1,13,0.1,375.64766,129.55282,26.505022,415.33683,168.84018,26.428499,47,0,0,0.28034003,0,0,0,0,0.084102008,0.40911171,0.35911171,missing
317,183,191,2,13,0.1,454.62423,129.15123,26.570466,415.33683,168.84018,26.428499,38,0.0026852846,0.078947368,0.29516606,50,0.14285714,0,0.078947368,0.1369118,0.40911171,0.35911171,low_density
318,184,191,3,13,0.1,455.026,208.12753,26.351977,415.33683,168.84018,26.428499,46,0,0,0.16903328,0,0,0,0,0.050709984,0.40911171,0.35911171,missing
319,185,191,0,13,0.1,376.04943,208.52912,26.286533,415.33683,168.84018,26.428499,49,0,0,0.14899117,0,0,0,0,0.044697351,0.40911171,0.35911171,missing
320,182,192,13,13,0.1,375.64766,129.55282,26.505022,375.81638,169.15038,65.884422,41,0.34096565,1,0.44223321,200,0.57142857,0,1,0.5278168,0.40911171,0.35911171,present
321,185,192,12,13,0.1,376.04943,208.52912,26.286533,375.81638,169.15038,65.884422,38,0.29967777,1,0.42932355,196.82458,0.56235595,0,1,0.50928938,0.40911171,0.35911171,present
322,186,192,28,13,0.1,375.9851,208.74794,105.26382,375.81638,169.15038,65.884422,49,0.4727197,1,0.45975904,212.13203,0.60609153,0,1,0.5812665,0.40911171,0.35911171,present
323,187,192,29,13,0.1,375.58333,129.77164,105.48231,375.81638,169.15038,65.884422,40,0.36683673,1,0.36789658,187.08287,0.53452248,0,1,0.50405062,0.40911171,0.35911171,present
324,182,194,14,13,0.1,375.64766,129.55282,26.505022,415.10378,129.46144,66.026389,37,0.32597904,1,0.4661225,193.64917,0.55328334,0,1,0.5259513,0.40911171,0.35911171,present
325,183,194,15,13,0.1,454.62423,129.15123,26.570466,415.10378,129.46144,66.026389,44,0.60714286,1,0.628199,273.86128,0.7824608,0,1,0.71621776,0.40911171,0.35911171,present
326,187,194,30,13,0.1,375.58333,129.77164,105.48231,415.10378,129.46144,66.026389,38,0.57303974,1,0.55039121,254.95098,0.72843136,0,1,0.66913713,0.40911171,0.35911171,present
327,188,194,31,13,0.1,454.5599,129.37005,105.54776,415.10378,129.46144,66.026389,37,0.283508,1,0.28167,165.83124,0.47380354,0,1,0.43800428,0.40911171,0.35911171,uncertain
328,192,190,24,13,0.1,375.81638,169.15038,65.884422,415.2725,169.05899,105.40579,38,0.38453276,1,0.38532538,206.15528,0.58901509,0,1,0.52821121,0.40911171,0.35911171,present
329,192,191,20,13,0.1,375.81638,169.15038,65.884422,415.33683,168.84018,26.428499,47,0.6739036,1,0.69144255,295.80399,0.84515425,0,1,0.77089241,0.40911171,0.35911171,present
330,192,195,4,13,0.1,375.81638,169.15038,65.884422,415.50555,208.43773,65.8079,41,0.27227476,1,0.23967576,141.42136,0.40406102,0,1,0.40460041,0.40911171,0.35911171,uncertain
331,192,194,5,13,0.1,375.81638,169.15038,65.884422,415.10378,129.46144,66.026389,44,0.31910946,1,0.28593377,161.97256,0.46277875,0,1,0.44720766,0.40911171,0.35911171,uncertain
332,193,191,22,13,0.1,454.79295,168.74879,65.949867,415.33683,168.84018,26.428499,40,0.20969388,0.95,0.38602653,165.83124,0.47380354,2,0.9025,0.43254201,0.40911171,0.35911171,uncertain
333,193,195,7,13,0.1,454.79295,168.74879,65.949867,415.50555,208.43773,65.8079,44,0.30612245,1,0.27784713,150,0.42857143,0,1,0.43233373,0.40911171,0.35911171,uncertain
334,193,190,26,13,0.1,454.79295,168.74879,65.949867,415.2725,169.05899,105.40579,48,0.55867347,1,0.54516945,259.80762,0.74230749,0,1,0.66672975,0.40911171,0.35911171,present
335,194,191,21,13,0.1,415.10378,129.46144,66.026389,415.33683,168.84018,26.428499,49,0.3148688,1,0.42419235,193.64917,0.55328334,0,1,0.51003918,0.40911171,0.35911171,present
336,194,193,6,13,0.1,415.10378,129.46144,66.026389,454.79295,168.74879,65.949867,42,0.24538387,1,0.20768136,141.42136,0.40406102,0,1,0.38693482,0.40911171,0.35911171,uncertain
337,194,190,25,13,0.1,415.10378,129.46144,66.026389,415.2725,169.05899,105.40579,49,0.39275302,1,0.38308611,193.64917,0.55328334,0,1,0.52107257,0.40911171,0.35911171,present
338,195,190,27,13,0.1,415.50555,208.43773,65.8079,415.2725,169.05899,105.40579,49,0.35860058,1,0.35437042,187.08287,0.53452248,0,1,0.49752192,0.40911171,0.35911171,present
339,195,191,23,13,0.1,415.50555,208.43773,65.8079,415.33683,168.84018,26.428499,49,0.29362766,1,0.43390532,187.08287,0.53452248,0,1,0.50189051,0.40911171,0.35911171,present
340,196,205,1,14,0.1,454.62423,129.15123,26.570466,494.3134,168.43858,26.493944,47,0.0013026487,0.063829787,0.36429796,50,0.14285714,0,0.063829787,0.15496894,0.40911171,0.35911171,low_density
341,197,205,2,14,0.1,533.6008,128.74964,26.635911,494.3134,168.43858,26.493944,49,0.0045814244,0.12244898,0.33809927,50,0.14285714,0,0.12244898,0.15688584,0.40911171,0.35911171,low_density
342,198,205,3,14,0.1,534.00257,207.72594,26.417422,494.3134,168.43858,26.493944,38,0,0,0.22406442,0,0,0,0,0.067219326,0.40911171,0.35911171,missing
343,199,205,0,14,0.1,455.026,208.12753,26.351977,494.3134,168.43858,26.493944,38,0,0,0.17255033,0,0,0,0,0.051765099,0.40911171,0.35911171,missing
344,196,206,13,14,0.1,454.62423,129.15123,26.570466,454.79295,168.74879,65.949867,48,0.17644558,0.95833333,0.35667541,127.38103,0.36394579,2,0.91840278,0.38868316,0.40911171,0.35911171,uncertain
345,199,206,12,14,0.1,455.026,208.12753,26.351977,454.79295,168.74879,65.949867,49,0.22032486,1,0.36940072,150,0.42857143,0,1,0.43406053,0.40911171,0.35911171,uncertain
346,200,206,28,14,0.1,454.96167,208.34635,105.32927,454.79295,168.74879,65.949867,37,0.38665196,1,0.39452481,187.08287,0.53452248,0,1,0.51798365,0.40911171,0.35911171,present
347,201,206,29,14,0.1,454.5599,129.37005,105.54776,454.79295,168.74879,65.949867,44,0.30705009,1,0.31090168,158.11388,0.45175395,0,1,0.44832402,0.40911171,0.35911171,uncertain
348,196,208,14,14,0.1,454.62423,129.15123,26.570466,494.08035,129.05985,66.091833,32,0.2315051,1,0.4059023,165.83124,0.47380354,0,1,0.45967311,0.40911171,0.35911171,present
349,197,208,15,14,0.1,533.6008,128.74964,26.635911,494.08035,129.05985,66.091833,42,0.81243926,1,0.74698672,312.2499,0.89214257,0,1,0.84086344,0.40911171,0.35911171,present
350,201,208,30,14,0.1,454.5599,129.37005,105.54776,494.08035,129.05985,66.091833,40,0.61887755,1,0.5904751,264.57513,0.75592895,0,1,0.70178803,0.40911171,0.35911171,present
351,202,208,31,14,0.1,533.53647,128.96846,105.6132,494.08035,129.05985,66.091833,36,0.17176871,1,0.19487947,122.47449,0.34992711,0,1,0.34747623,0.40911171,0.35911171,low_density
352,206,204,24,14,0.1,454.79295,168.74879,65.949867,494.24907,168.6574,105.47123,43,0.2358804,1,0.24634442,158.11388,0.45175395,0,1,0.40760593,0.40911171,0.35911171,uncertain
353,206,205,20,14,0.1,454.79295,168.74879,65.949867,494.3134,168.43858,26.493944,47,0.65957447,1,0.67401364,295.80399,0.84515425,0,1,0.761365,0.40911171,0.35911171,present
354,206,209,4,14,0.1,454.79295,168.74879,65.949867,494.48212,208.03614,65.873344,46,0.23380657,0.93478261,0.22445152,111.8034,0.31943828,3,0.87381853,0.34840978,0.40911171,0.35911171,low_density
355,206,208,5,14,0.1,454.79295,168.74879,65.949867,494.08035,129.05985,66.091833,47,0.25054277,1,0.22856254,141.42136,0.40406102,0,1,0.39474685,0.40911171,0.35911171,uncertain
356,207,205,22,14,0.1,533.76952,168.3472,66.015311,494.3134,168.43858,26.493944,44,0.19434137,1,0.39128911,150,0.42857143,0,1,0.432832,0.40911171,0.35911171,uncertain
357,207,209,7,14,0.1,533.76952,168.3472,66.015311,494.48212,208.03614,65.873344,47,0.23968736,1,0.22277889,122.47449,0.34992711,0,1,0.37622165,0.40911171,0.35911171,uncertain
358,207,204,26,14,0.1,533.76952,168.3472,66.015311,494.24907,168.6574,105.47123,47,0.71298307,1,0.66391105,287.22813,0.82065181,0,1,0.76823119,0.40911171,0.35911171,present
359,208,205,21,14,0.1,494.08035,129.05985,66.091833,494.3134,168.43858,26.493944,35,0.23906706,1,0.38018698,165.83124,0.47380354,0,1,0.4542271,0.40911171,0.35911171,uncertain
360,208,207,6,14,0.1,494.08035,129.05985,66.091833,533.76952,168.3472,66.015311,44,0.22866419,1,0.20975614,117.13894,0.33468269,0,1,0.36519677,0.40911171,0.35911171,uncertain
361,208,204,25,14,0.1,494.08035,129.05985,66.091833,494.24907,168.6574,105.47123,37,0.31825703,1,0.3262355,173.20508,0.49487166,0,1,0.46706567,0.40911171,0.35911171,present
362,209,204,27,14,0.1,494.48212,208.03614,65.873344,494.24907,168.6574,105.47123,36,0.23015873,1,0.22835444,132.28757,0.37796447,0,1,0.38204507,0.40911171,0.35911171,uncertain
363,209,205,23,14,0.1,494.48212,208.03614,65.873344,494.3134,168.43858,26.493944,37,0.26089355,1,0.42217569,173.20508,0.49487166,0,1,0.47863869,0.40911171,0.35911171,present
364,210,219,1,15,0.1,533.6008,128.74964,26.635911,573.28997,168.03699,26.559389,37,0.0038610039,0.24324324,0.43286209,50,0.14285714,25,0.078889701,0.17856467,0.40911171,0.35911171,broken
365,211,219,2,15,0.1,612.57737,128.34805,26.701356,573.28997,168.03699,26.559389,41,0.0019910403,0.073170732,0.3910357,68.30127,0.19514649,0,0.073170732,0.17767025,0.40911171,0.35911171,low_density
366,212,219,3,15,0.1,612.97914,207.32435,26.482867,573.28997,168.03699,26.559389,49,0,0,0.35198581,0,0,0,0,0.10559574,0.40911171,0.35911171,missing
367,213,219,0,15,0.1,534.00257,207.72594,26.417422,573.28997,168.03699,26.559389,49,0.0012494794,0.06122449,0.24979944,50,0.14285714,0,0.06122449,0.12021264,0.40911171,0.35911171,low_density
368,210,220,13,15,0.1,533.6008,128.74964,26.635911,533.76952,168.3472,66.015311,44,0.24768089,1,0.40288225,141.42136,0.40406102,0,1,0.4461842,0.40911171,0.35911171,uncertain
369,213,220,12,15,0.1,534.00257,207.72594,26.417422,533.76952,168.3472,66.015311,47,0.19105515,1,0.35113659,150,0.42857143,0,1,0.41980038,0.40911171,0.35911171,uncertain
370,214,220,28,15,0.1,533.93824,207.94476,105.39471,533.76952,168.3472,66.015311,49,0.2911287,1,0.2879615,150,0.42857143,0,1,0.43086992,0.40911171,0.35911171,uncertain
371,215,220,29,15,0.1,533.53647,128.96846,105.6132,533.76952,168.3472,66.015311,49,0.26197418,1,0.24884866,132.28757,0.37796447,0,1,0.39773797,0.40911171,0.35911171,uncertain
372,210,222,14,15,0.1,533.6008,128.74964,26.635911,573.05692,128.65826,66.157278,36,0.094104308,1,0.30342131,111.8034,0.31943828,0,1,0.34911726,0.40911171,0.35911171,low_density
373,211,222,15,15,0.1,612.57737,128.34805,26.701356,573.05692,128.65826,66.157278,46,0.72537711,1,0.70835353,293.67579,0.83907369,0,1,0.78988761,0.40911171,0.35911171,present
374,215,222,30,15,0.1,533.53647,128.96846,105.6132,573.05692,128.65826,66.157278,42,0.71817298,1,0.66699246,289.38786,0.82682247,0,1,0.77225525,0.40911171,0.35911171,present
375,216,222,31,15,0.1,612.51304,128.56687,105.67865,573.05692,128.65826,66.157278,42,0.10738581,0.97619048,0.15847678,50,0.14285714,1,0.95294785,0.25841524,0.40911171,0.35911171,low_density
376,220,218,24,15,0.1,533.76952,168.3472,66.015311,573.22564,168.25581,105.53668,48,0.13520408,1,0.15167575,105.9017,0.30257628,0,1,0.31170802,0.40911171,0.35911171,low_density
377,220,219,20,15,0.1,533.76952,168.3472,66.015311,573.28997,168.03699,26.559389,43,0.80493593,1,0.74674855,316.22777,0.9035079,0,1,0.84138232,0.40911171,0.35911171,present
378,220,223,4,15,0.1,533.76952,168.3472,66.015311,573.45869,207.63455,65.938789,49,0.19283632,1,0.18314767,100,0.28571429,0,1,0.33422377,0.40911171,0.35911171,low_density
379,220,222,5,15,0.1,533.76952,168.3472,66.015311,573.05692,128.65826,66.157278,38,0.26691729,1,0.24921903,100,0.28571429,0,1,0.37626947,0.40911171,0.35911171,uncertain
380,221,219,22,15,0.1,612.74609,167.94561,66.080756,573.28997,168.03699,26.559389,48,0.10586735,1,0.31219466,111.8034,0.31943828,0,1,0.35527817,0.40911171,0.35911171,low_density
381,221,223,7,15,0.1,612.74609,167.94561,66.080756,573.45869,207.63455,65.938789,41,0.18566451,0.63414634,0.18318662,50,0.14285714,8,0.51041047,0.2229312,0.40911171,0.35911171,low_density
382,221,218,26,15,0.1,612.74609,167.94561,66.080756,573.22564,168.25581,105.53668,44,0.72680891,1,0.68023153,293.67579,0.83907369,0,1,0.78188055,0.40911171,0.35911171,present
383,222,219,21,15,0.1,573.05692,128.65826,66.157278,573.28997,168.03699,26.559389,47,0.1684759,1,0.31464889,132.28757,0.37796447,0,1,0.38942856,0.40911171,0.35911171,uncertain
384,222,221,6,15,0.1,573.05692,128.65826,66.157278,612.74609,167.94561,66.080756,49,0.17034569,0.97959184,0.17469979,70.710678,0.20203051,1,0.95960017,0.2979613,0.40911171,0.35911171,low_density
385,222,218,25,15,0.1,573.05692,128.65826,66.157278,573.22564,168.25581,105.53668,49,0.27613494,1,0.27488076,122.47449,0.34992711,0,1,0.40278649,0.40911171,0.35911171,uncertain
386,223,218,27,15,0.1,573.45869,207.63455,65.938789,573.22564,168.25581,105.53668,48,0.23681973,1,0.23277222,136.85446,0.39101275,0,1,0.38863077,0.40911171,0.35911171,uncertain
387,223,219,23,15,0.1,573.45869,207.63455,65.938789,573.28997,168.03699,26.559389,49,0.18992087,1,0.37634417,132.28757,0.37796447,0,1,0.41437063,0.40911171,0.35911171,uncertain
388,224,233,1,16,0.1,612.57737,128.34805,26.701356,652.26654,167.6354,26.624833,49,0.0037484382,0.51020408,0.49856355,50,0.14285714,22,0.28113286,0.22857781,0.40911171,0.35911171,broken
389,225,233,2,16,0.1,691.55394,127.94646,26.7668,652.26654,167.6354,26.624833,47,0.0065132436,0.44680851,0.51953341,86.60254,0.24743583,5,0.39927569,0.27956431,0.40911171,0.35911171,low_density
390,226,233,3,16,0.1,691.95571,206.92275,26.548311,652.26654,167.6354,26.624833,42,0.0019436346,0.42857143,0.49740214,50,0.14285714,11,0.31632653,0.232967,0.40911171,0.35911171,broken
391,227,233,0,16,0.1,612.97914,207.32435,26.482867,652.26654,167.6354,26.624833,40,0.0010204082,0.1,0.3337156,50,0.14285714,0,0.1,0.15113509,0.40911171,0.35911171,low_density
392,224,234,13,16,0.1,612.57737,128.34805,26.701356,612.74609,167.94561,66.080756,46,0.1202307,0.95652174,0.32390222,70.710678,0.20203051,2,0.91493384,0.32098758,0.40911171,0.35911171,low_density
393,227,234,12,16,0.1,612.97914,207.32435,26.482867,612.74609,167.94561,66.080756,37,0.10148924,1,0.26228739,100,0.28571429,0,1,0.33056156,0.40911171,0.35911171,low_density
394,228,234,28,16,0.1,612.91481,207.54316,105.46016,612.74609,167.94561,66.080756,35,0.17376093,1,0.18330276,86.60254,0.24743583,0,1,0.31897807,0.40911171,0.35911171,low_density
395,229,234,29,16,0.1,612.51304,128.56687,105.67865,612.74609,167.94561,66.080756,40,0.13673469,1,0.1488759,70.710678,0.20203051,0,1,0.28619081,0.40911171,0.35911171,low_density
396,224,236,14,16,0.1,612.57737,128.34805,26.701356,652.03349,128.25666,66.222723,41,0.048780488,0.90243902,0.24746228,50,0.14285714,2,0.85841761,0.25334976,0.40911171,0.35911171,low_density
397,225,236,15,16,0.1,691.55394,127.94646,26.7668,652.03349,128.25666,66.222723,48,0.70238095,1,0.71020615,287.22813,0.82065181,0,1,0.77893908,0.40911171,0.35911171,present
398,229,236,30,16,0.1,612.51304,128.56687,105.67865,652.03349,128.25666,66.222723,46,0.69077196,1,0.65787563,278.38822,0.79539491,0,1,0.753443,0.40911171,0.35911171,present
399,230,236,31,16,0.1,691.48961,128.16528,105.74409,652.03349,128.25666,66.222723,46,0.047471162,0.54347826,0.073297146,50,0.14285714,10,0.42533081,0.1357444,0.40911171,0.35911171,broken
400,234,232,24,16,0.1,612.74609,167.94561,66.080756,652.20221,167.85422,105.60212,49,0.055393586,0.73469388,0.092616169,50,0.14285714,13,0.53977509,0.16108348,0.40911171,0.35911171,broken
401,234,233,20,16,0.1,612.74609,167.94561,66.080756,652.26654,167.6354,26.624833,39,0.76609105,1,0.73711249,304.13813,0.86896608,0,1,0.81820258,0.40911171,0.35911171,present
402,234,237,4,16,0.1,612.74609,167.94561,66.080756,652.43526,207.23296,66.004234,36,0.15022676,0.91666667,0.16238397,70.710678,0.20203051,2,0.86574074,0.27415196,0.40911171,0.35911171,low_density
403,234,236,5,16,0.1,612.74609,167.94561,66.080756,652.03349,128.25666,66.222723,49,0.15993336,0.44897959,0.15989892,96.592583,0.27597881,11,0.34818825,0.21717262,0.40911171,0.35911171,broken
404,235,233,22,16,0.1,691.72266,167.54402,66.146201,652.26654,167.6354,26.624833,49,0.021657643,0.42857143,0.2139187,70.710678,0.20203051,23,0.22740525,0.15529132,0.40911171,0.35911171,broken
405,235,237,7,16,0.1,691.72266,167.54402,66.146201,652.43526,207.23296,66.004234,49,0.046230737,0.30612245,0.073663501,111.8034,0.31943828,15,0.2124115,0.14768957,0.40911171,0.35911171,broken
406,235,232,26,16,0.1,691.72266,167.54402,66.146201,652.20221,167.85422,105.60212,43,0.67821547,1,0.64303891,278.38822,0.79539491,0,1,0.74522504,0.40911171,0.35911171,present
407,236,233,21,16,0.1,652.03349,128.25666,66.222723,652.26654,167.6354,26.624833,49,0.072886297,1,0.2085275,70.710678,0.20203051,0,1,0.28493177,0.40911171,0.35911171,low_density
408,236,235,6,16,0.1,652.03349,128.25666,66.222723,691.72266,167.54402,66.146201,38,0.13157895,0.31578947,0.14230123,220.04259,0.62869312,14,0.19944598,0.26925423,0.40911171,0.35911171,broken
409,236,232,25,16,0.1,652.03349,128.25666,66.222723,652.20221,167.85422,105.60212,40,0.1505102,0.925,0.16562481,70.710678,0.20203051,1,0.901875,0.28062938,0.40911171,0.35911171,low_density
