slice_index,low_density_strut_count,strut_ids
171,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
172,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
173,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
174,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
175,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
176,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
177,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
178,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
179,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
180,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
181,87,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030
182,89,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3782;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030;5795;5797
183,155,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;2902;3070;3076;3085;3095;3098;3114;3122;3271;3272;3290;3296;3305;3318;3334;3342;3467;3491;3492;3501;3510;3516;3525;3538;3562;3566;3711;3712;3730;3735;3736;3745;3758;3786;3950;3955;3960;3969;3978;3983;3988;3997;3998;4006;4010;4011;4030;5132;5136;5207;5231;5255;5279;5352;5356;5449;5473;5475;5496;5497;5498;5499;5522;5543;5546;5553;5576;5693;5695;5717;5718;5719;5732;5739;5740;5742;5743;5744;5748;5756;5763;5764;5766;5773;5795;5796;5797;5823;5851;5878;5879;5906;5907;5933;5934;5935;5960;5961;5962;5963;5980;5987;5988;5990;5991;5992;5993;5996;6008;6015;6016;6018;6020;6021;6024;6025
184,140,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2462;2611;2631;2635;2636;2645;2646;2655;2658;2674;2682;2831;2850;2855;2856;2865;2875;2878;2894;3070;3076;3085;3095;3098;3114;3271;3272;3290;3296;3305;3318;3334;3491;3538;4398;4423;4425;4593;4617;4618;4619;4632;4642;4643;4648;4656;4663;4669;4673;4687;4696;4813;4837;4839;4852;4863;4868;4879;4883;4888;4889;4893;4907;4916;5033;5057;5059;5081;5083;5084;5088;5103;5109;5113;5127;5136;5231;5255;5277;5279;5292;5299;5301;5303;5304;5308;5316;5323;5333;5336;5347;5356;5497;5524;5528;5543;5546;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
185,109,2171;2195;2196;2205;2206;2214;2215;2218;2223;2224;2234;2391;2411;2415;2416;2425;2426;2435;2438;2454;2635;2655;2658;4203;4208;4216;4219;4223;4225;4227;4228;4229;4233;4236;4244;4247;4398;4421;4423;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
186,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
187,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
188,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
189,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
190,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
191,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
192,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
193,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
194,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
195,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
196,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
197,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
198,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
199,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
200,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
201,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
202,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
203,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
204,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
205,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
206,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
207,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
208,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
209,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
210,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
211,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
212,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
213,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
214,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
215,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
216,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
217,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
218,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
219,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
220,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
221,80,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5524;5528;5543;5553;5567;5576;5732;5739;5744;5748;5756;5763;5773;5796;5797;5980;5987;5992;5993;5996;6008;6015;6020;6021;6024;6025
222,103,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4852;4868;4879;4883;4888;4889;4893;4907;4916;5084;5088;5103;5109;5113;5127;5136;5292;5299;5304;5308;5316;5323;5333;5336;5347;5356;5358;5366;5524;5528;5543;5553;5567;5576;5578;5732;5739;5744;5748;5756;5763;5773;5796;5797;5798;5813;5869;5894;5897;5922;5925;5950;5951;5953;5966;5976;5978;5979;5980;5981;5987;5992;5993;5996;6006;6008;6009;6014;6015;6020;6021;6024;6025;6038;6046
223,148,4208;4216;4219;4223;4228;4229;4233;4236;4244;4247;4424;4425;4428;4436;4439;4443;4449;4453;4456;4467;4632;4648;4656;4663;4669;4673;4687;4696;4829;4852;4853;4868;4879;4883;4888;4889;4893;4907;4916;4918;5049;5066;5067;5071;5073;5084;5086;5088;5092;5095;5103;5109;5111;5113;5120;5127;5130;5136;5138;5142;5269;5287;5291;5292;5293;5297;5299;5304;5306;5308;5311;5312;5316;5323;5331;5333;5334;5336;5340;5342;5347;5348;5350;5358;5507;5508;5511;5513;5517;5524;5526;5528;5532;5541;5543;5553;5554;5567;5568;5570;5578;5732;5733;5739;5744;5746;5748;5751;5752;5755;5756;5757;5761;5763;5770;5773;5774;5790;5798;5951;5966;5971;5976;5979;5980;5981;5985;5992;5993;5994;5996;6004;6006;6007;6008;6009;6013;6014;6020;6021;6022;6024;6025;6026;6027;6038;6044;6046
